,line,location,language,original_comment,new_line,trigram,comment length,value,category,keywords,description,length,prediction
170,"['prefer', 'recon', 'nect', 'fxa', 'sync']",/Users/rubber/fenix/app/src/main/res/values-sv-rSE/strings.xml: 609,xml,Preference for reconnecting to FxA sync  ,prefer recon nect fxa sync,"[('prefer', 'reconnect', 'fxa'), ('reconnect', 'fxa', 'sync')]",4,['obeys choice'],['Self_direction'],['prefer'],conforms with value,5,
171,"['prefer', 'remov', 'fxa', 'account']",/Users/rubber/fenix/app/src/main/res/values-sv-rSE/strings.xml: 611,xml,Preference for removing FxA account  ,prefer remov fxa account,"[('prefer', 'remov', 'fxa'), ('remov', 'fxa', 'account')]",4,['obeys choice'],['Self_direction'],['prefer'],conforms with value,4,
172,"['pair', 'featur', 'string', 'instruct', 'ion', 'access', 'pair']",/Users/rubber/fenix/app/src/main/res/values-sv-rSE/strings.xml: 615,xml,Pairing Feature strings  Instructions on how to access pairing  ,pair featur string instruct ion access pair,"[('pair', 'featur', 'string'), ('featur', 'string', 'instruct'), ('string', 'instruct', 'access'), ('instruct', 'access', 'pair')]",6,['violates security'],['Security'],['access'],value violation,7,
173,"['toolbar', 'prefer', 'enc', 'prefer', 'use', 'top', 'toolbar']",/Users/rubber/fenix/app/src/main/res/values-sv-rSE/strings.xml: 623,xml,Toolbar Preferences  Preference for using top toolbar  ,toolbar prefer enc prefer use top toolbar,"[('toolbar', 'prefer', 'prefer'), ('prefer', 'prefer', 'use'), ('prefer', 'use', 'top'), ('use', 'top', 'toolbar')]",6,['obeys choice'],['Self_direction'],"['prefer', 'prefer']",conforms with value,7,
174,"['prefer', 'use', 'bottom', 'toolbar']",/Users/rubber/fenix/app/src/main/res/values-sv-rSE/strings.xml: 625,xml,Preference for using bottom toolbar  ,prefer use bottom toolbar,"[('prefer', 'use', 'bottom'), ('use', 'bottom', 'toolbar')]",4,['obeys choice'],['Self_direction'],['prefer'],conforms with value,4,
175,"['theme', 'prefer', 'enc', 'prefer', 'use', 'light', 'theme']",/Users/rubber/fenix/app/src/main/res/values-sv-rSE/strings.xml: 629,xml,Theme Preferences  Preference for using light theme  ,theme prefer enc prefer use light theme,"[('theme', 'prefer', 'prefer'), ('prefer', 'prefer', 'use'), ('prefer', 'use', 'light'), ('use', 'light', 'theme')]",6,['obeys choice'],['Self_direction'],"['prefer', 'prefer']",conforms with value,7,
176,"['prefer', 'use', 'dark', 'theme']",/Users/rubber/fenix/app/src/main/res/values-sv-rSE/strings.xml: 631,xml,Preference for using dark theme  ,prefer use dark theme,"[('prefer', 'use', 'dark'), ('use', 'dark', 'theme')]",4,['obeys choice'],['Self_direction'],['prefer'],conforms with value,4,
177,"['prefer', 'use', 'use', 'dark', 'light', 'theme', 'automat', 'set', 'batteri']",/Users/rubber/fenix/app/src/main/res/values-sv-rSE/strings.xml: 634,xml,Preference for using using dark or light theme automatically set by battery  ,prefer use use dark light theme automat set batteri,"[('prefer', 'use', 'use'), ('use', 'use', 'dark'), ('use', 'dark', 'light'), ('dark', 'light', 'theme'), ('light', 'theme', 'automat'), ('theme', 'automat', 'set'), ('automat', 'set', 'batteri')]",9,"['obeys choice', 'obeys pleasure']","['Self_direction', 'Hedonism']","['prefer', 'automat']",conforms with value,9,
178,"['prefer', 'use', 'follow', 'devic', 'theme']",/Users/rubber/fenix/app/src/main/res/values-sv-rSE/strings.xml: 636,xml,Preference for using following device theme  ,prefer use follow devic theme,"[('prefer', 'use', 'follow'), ('use', 'follow', 'devic'), ('follow', 'devic', 'theme')]",5,"['obeys choice', 'violates influential']","['Self_direction', 'Achievement']","['prefer', 'follow']","conforms with value, value violation",5,
179,"['gestur', 'prefer', 'enc', 'prefer', 'enc', 'use', 'pull', 'refresh', 'webpag']",/Users/rubber/fenix/app/src/main/res/values-sv-rSE/strings.xml: 640,xml,Gestures Preferences Preferences for using pull to refresh in a webpage  ,gestur prefer enc prefer enc use pull refresh webpag,"[('gestur', 'prefer', 'prefer'), ('prefer', 'prefer', 'use'), ('prefer', 'use', 'pull'), ('use', 'pull', 'refresh'), ('pull', 'refresh', 'webpag')]",7,['obeys choice'],['Self_direction'],"['prefer', 'prefer']",conforms with value,9,
180,"['prefer', 'use', 'dynam', 'toolbar']",/Users/rubber/fenix/app/src/main/res/values-sv-rSE/strings.xml: 642,xml,Preference for using the dynamic toolbar  ,prefer use dynam toolbar,"[('prefer', 'use', 'dynam'), ('use', 'dynam', 'toolbar')]",4,['obeys choice'],['Self_direction'],['prefer'],conforms with value,4,
181,"['prefer', 'switch', 'tab', 'swipe', 'horizont', 'toolbar']",/Users/rubber/fenix/app/src/main/res/values-sv-rSE/strings.xml: 644,xml,Preference for switching tabs by swiping horizontally on the toolbar  ,prefer switch tab swipe horizont toolbar,"[('prefer', 'switch', 'tab'), ('switch', 'tab', 'swipe'), ('tab', 'swipe', 'horizont'), ('swipe', 'horizont', 'toolbar')]",6,['obeys choice'],['Self_direction'],['prefer'],conforms with value,6,
182,"['prefer', 'show', 'open', 'tab', 'swipe', 'toolbar']",/Users/rubber/fenix/app/src/main/res/values-sv-rSE/strings.xml: 646,xml,Preference for showing the opened tabs by swiping up on the toolbar ,prefer show open tab swipe toolbar,"[('prefer', 'show', 'open'), ('show', 'open', 'tab'), ('open', 'tab', 'swipe'), ('tab', 'swipe', 'toolbar')]",6,['obeys choice'],['Self_direction'],['prefer'],conforms with value,6,
183,"['option', 'librari', 'open', 'histori', 'page']",/Users/rubber/fenix/app/src/main/res/values-sv-rSE/strings.xml: 666,xml,Option in Library to open History page  ,option librari open histori page,"[('option', 'librari', 'open'), ('librari', 'open', 'histori'), ('open', 'histori', 'page')]",5,['obeys privacy'],['Self_direction'],['histori'],conforms with value,5,
184,"['content', 'descript', 'visibl', 'screen', 'reader', 'etc', 'menu', 'icon', 'item', 'histori', 'item']",/Users/rubber/fenix/app/src/main/res/values-sv-rSE/strings.xml: 678,xml,"Content description (not visible, for screen readers etc.): ""Menu icon for items on a history item""  ",content descript visibl screen reader etc menu icon item histori item,"[('content', 'descript', 'visibl'), ('descript', 'visibl', 'screen'), ('visibl', 'screen', 'reader'), ('screen', 'reader', 'etc'), ('reader', 'etc', 'menu'), ('etc', 'menu', 'icon'), ('menu', 'icon', 'item'), ('icon', 'item', 'histori'), ('item', 'histori', 'item')]",11,"['obeys privacy', 'violates privacy', 'obeys pleasure']","['Self_direction', 'Self_direction', 'Hedonism']","['histori', 'visibl', 'content', 'visibl']",conforms with value,11,
185,"['content', 'descript', 'visibl', 'screen', 'reader', 'etc', 'close', 'button', 'librari', 'set']",/Users/rubber/fenix/app/src/main/res/values-sv-rSE/strings.xml: 680,xml,"Content description (not visible, for screen readers etc.): ""Close button for library settings""  ",content descript visibl screen reader etc close button librari set,"[('content', 'descript', 'visibl'), ('descript', 'visibl', 'screen'), ('visibl', 'screen', 'reader'), ('screen', 'reader', 'etc'), ('reader', 'etc', 'close'), ('etc', 'close', 'button'), ('close', 'button', 'librari'), ('button', 'librari', 'set')]",10,"['violates privacy', 'obeys pleasure']","['Self_direction', 'Hedonism']","['visibl', 'content', 'visibl']",conforms with value,10,
186,"['text', 'show', 'user', 'one', 'site', 'histori', 'group', 'section', 'histori', 'fragment']",/Users/rubber/fenix/app/src/main/res/values-sv-rSE/strings.xml: 683,xml,Text to show users they have one site in the history group section of the History fragment. ,text show user one site histori group section histori fragment,"[('text', 'show', 'user'), ('show', 'user', 'one'), ('user', 'one', 'site'), ('one', 'site', 'histori'), ('site', 'histori', 'group'), ('histori', 'group', 'section'), ('group', 'section', 'histori'), ('section', 'histori', 'fragment')]",10,['obeys privacy'],['Self_direction'],"['histori', 'histori']",conforms with value,10,
187,"['text', 'show', 'user', 'one', 'site', 'histori', 'group', 'section', 'histori', 'fragment', 'place', 'holder', 'number', 'site', 'group']",/Users/rubber/fenix/app/src/main/res/values-sv-rSE/strings.xml: 684,xml,Text to show users they have one site in the history group section of the History fragment.     %d is a placeholder for the number of sites in the group. ,text show user one site histori group section histori fragment place holder number site group,"[('text', 'show', 'user'), ('show', 'user', 'one'), ('user', 'one', 'site'), ('one', 'site', 'histori'), ('site', 'histori', 'group'), ('histori', 'group', 'section'), ('group', 'section', 'histori'), ('section', 'histori', 'fragment'), ('histori', 'fragment', 'placehold'), ('fragment', 'placehold', 'number'), ('placehold', 'number', 'site'), ('number', 'site', 'group')]",14,['obeys privacy'],['Self_direction'],"['histori', 'histori']",conforms with value,15,
188,"['text', 'show', 'user', 'multipl', 'site', 'histori', 'group', 'section', 'histori', 'fragment']",/Users/rubber/fenix/app/src/main/res/values-sv-rSE/strings.xml: 686,xml,Text to show users they have multiple sites in the history group section of the History fragment. ,text show user multipl site histori group section histori fragment,"[('text', 'show', 'user'), ('show', 'user', 'multipl'), ('user', 'multipl', 'site'), ('multipl', 'site', 'histori'), ('site', 'histori', 'group'), ('histori', 'group', 'section'), ('group', 'section', 'histori'), ('section', 'histori', 'fragment')]",10,['obeys privacy'],['Self_direction'],"['histori', 'histori']",conforms with value,10,
189,"['text', 'show', 'user', 'multipl', 'site', 'histori', 'group', 'section', 'histori', 'fragment', 'place', 'holder', 'number', 'site', 'group']",/Users/rubber/fenix/app/src/main/res/values-sv-rSE/strings.xml: 687,xml,Text to show users they have multiple sites in the history group section of the History fragment.     %d is a placeholder for the number of sites in the group. ,text show user multipl site histori group section histori fragment place holder number site group,"[('text', 'show', 'user'), ('show', 'user', 'multipl'), ('user', 'multipl', 'site'), ('multipl', 'site', 'histori'), ('site', 'histori', 'group'), ('histori', 'group', 'section'), ('group', 'section', 'histori'), ('section', 'histori', 'fragment'), ('histori', 'fragment', 'placehold'), ('fragment', 'placehold', 'number'), ('placehold', 'number', 'site'), ('number', 'site', 'group')]",14,['obeys privacy'],['Self_direction'],"['histori', 'histori']",conforms with value,15,
190,"['text', 'show', 'user', 'multipl', 'tab', 'save', 'recent', 'close', 'tab', 'section', 'histori']",/Users/rubber/fenix/app/src/main/res/values-sv-rSE/strings.xml: 694,xml,Text to show users they have multiple tabs saved in the Recently Closed Tabs section of history. ,text show user multipl tab save recent close tab section histori,"[('text', 'show', 'user'), ('show', 'user', 'multipl'), ('user', 'multipl', 'tab'), ('multipl', 'tab', 'save'), ('tab', 'save', 'recent'), ('save', 'recent', 'close'), ('recent', 'close', 'tab'), ('close', 'tab', 'section'), ('tab', 'section', 'histori')]",11,['obeys privacy'],['Self_direction'],['histori'],conforms with value,11,
191,"['text', 'show', 'user', 'multipl', 'tab', 'save', 'recent', 'close', 'tab', 'section', 'histori', 'place', 'holder', 'number', 'tab', 'select']",/Users/rubber/fenix/app/src/main/res/values-sv-rSE/strings.xml: 695,xml,Text to show users they have multiple tabs saved in the Recently Closed Tabs section of history.     %d is a placeholder for the number of tabs selected. ,text show user multipl tab save recent close tab section histori place holder number tab select,"[('text', 'show', 'user'), ('show', 'user', 'multipl'), ('user', 'multipl', 'tab'), ('multipl', 'tab', 'save'), ('tab', 'save', 'recent'), ('save', 'recent', 'close'), ('recent', 'close', 'tab'), ('close', 'tab', 'section'), ('tab', 'section', 'histori'), ('section', 'histori', 'placehold'), ('histori', 'placehold', 'number'), ('placehold', 'number', 'tab'), ('number', 'tab', 'select')]",15,"['obeys privacy', 'obeys choice', 'obeys pleasure']","['Self_direction', 'Self_direction', 'Hedonism']","['histori', 'select', 'select']",conforms with value,16,
192,"['text', 'show', 'user', 'one', 'tab', 'save', 'recent', 'close', 'tab', 'section', 'histori']",/Users/rubber/fenix/app/src/main/res/values-sv-rSE/strings.xml: 697,xml,Text to show users they have one tab saved in the Recently Closed Tabs section of history. ,text show user one tab save recent close tab section histori,"[('text', 'show', 'user'), ('show', 'user', 'one'), ('user', 'one', 'tab'), ('one', 'tab', 'save'), ('tab', 'save', 'recent'), ('save', 'recent', 'close'), ('recent', 'close', 'tab'), ('close', 'tab', 'section'), ('tab', 'section', 'histori')]",11,['obeys privacy'],['Self_direction'],['histori'],conforms with value,11,
193,"['text', 'show', 'user', 'one', 'tab', 'save', 'recent', 'close', 'tab', 'section', 'histori', 'place', 'holder', 'number', 'tab', 'select']",/Users/rubber/fenix/app/src/main/res/values-sv-rSE/strings.xml: 698,xml,Text to show users they have one tab saved in the Recently Closed Tabs section of history.     %d is a placeholder for the number of tabs selected. ,text show user one tab save recent close tab section histori place holder number tab select,"[('text', 'show', 'user'), ('show', 'user', 'one'), ('user', 'one', 'tab'), ('one', 'tab', 'save'), ('tab', 'save', 'recent'), ('save', 'recent', 'close'), ('recent', 'close', 'tab'), ('close', 'tab', 'section'), ('tab', 'section', 'histori'), ('section', 'histori', 'placehold'), ('histori', 'placehold', 'number'), ('placehold', 'number', 'tab'), ('number', 'tab', 'select')]",15,"['obeys privacy', 'obeys choice', 'obeys pleasure']","['Self_direction', 'Self_direction', 'Hedonism']","['histori', 'select', 'select']",conforms with value,16,
194,"['tab', 'manag', 'titl', 'prefer', 'tab', 'manag']",/Users/rubber/fenix/app/src/main/res/values-sv-rSE/strings.xml: 705,xml,Tab Management  Title of preference for tabs management  ,tab manag titl prefer tab manag,"[('tab', 'manag', 'titl'), ('manag', 'titl', 'prefer'), ('titl', 'prefer', 'tab'), ('prefer', 'tab', 'manag')]",6,['obeys choice'],['Self_direction'],['prefer'],conforms with value,6,
195,"['titl', 'prefer', 'allow', 'user', 'specifi', 'tab', 'view']",/Users/rubber/fenix/app/src/main/res/values-sv-rSE/strings.xml: 707,xml,Title of preference that allows a user to specify the tab view  ,titl prefer allow user specifi tab view,"[('titl', 'prefer', 'allow'), ('prefer', 'allow', 'user'), ('allow', 'user', 'specifi'), ('user', 'specifi', 'tab'), ('specifi', 'tab', 'view')]",7,['obeys choice'],['Self_direction'],['prefer'],conforms with value,7,
196,"['titl', 'prefer', 'allow', 'user', 'auto', 'close', 'tab', 'specifi', 'amount', 'time']",/Users/rubber/fenix/app/src/main/res/values-sv-rSE/strings.xml: 717,xml,Title of preference that allows a user to auto close tabs after a specified amount of time  ,titl prefer allow user auto close tab specifi amount time,"[('titl', 'prefer', 'allow'), ('prefer', 'allow', 'user'), ('allow', 'user', 'auto'), ('user', 'auto', 'close'), ('auto', 'close', 'tab'), ('close', 'tab', 'specifi'), ('tab', 'specifi', 'amount'), ('specifi', 'amount', 'time')]",10,"['obeys choice', 'obeys pleasure']","['Self_direction', 'Hedonism']","['prefer', 'time']",conforms with value,10,
197,"['option', 'auto', 'close', 'tab', 'never', 'auto', 'close', 'tab', 'alway', 'allow', 'user', 'manual', 'close', 'tab']",/Users/rubber/fenix/app/src/main/res/values-sv-rSE/strings.xml: 719,xml,"Option for auto closing tabs that will never auto close tabs, always allows user to manually close tabs  ",option auto close tab never auto close tab alway allow user manual close tab,"[('option', 'auto', 'close'), ('auto', 'close', 'tab'), ('close', 'tab', 'never'), ('tab', 'never', 'auto'), ('never', 'auto', 'close'), ('auto', 'close', 'tab'), ('close', 'tab', 'alway'), ('tab', 'alway', 'allow'), ('alway', 'allow', 'user'), ('allow', 'user', 'manual'), ('user', 'manual', 'close'), ('manual', 'close', 'tab')]",14,"['obeys pleasure', 'obeys helpful']","['Hedonism', 'Benevolence']","['manual', 'manual']",conforms with value,14,
